,State,Year,NO2 Mean,SO2 Mean,O3 Mean,CO Mean,age,sex,val
5261,Texas,2014,9.5347827816006,0.33078678234854153,0.025285962602842185,0.17875492183994016,15-49 years,Male,4.221990677537098
5262,Texas,2014,9.5347827816006,0.33078678234854153,0.025285962602842185,0.17875492183994016,50-69 years,Both,72.38626378868194
5263,Texas,2014,9.5347827816006,0.33078678234854153,0.025285962602842185,0.17875492183994016,50-69 years,Female,66.28692200827521
5264,Texas,2014,9.5347827816006,0.33078678234854153,0.025285962602842185,0.17875492183994016,50-69 years,Male,78.83616021046046
5265,Texas,2014,9.5347827816006,0.33078678234854153,0.025285962602842185,0.17875492183994016,70+ years,Both,697.0480164958249
5266,Texas,2014,9.5347827816006,0.33078678234854153,0.025285962602842185,0.17875492183994016,70+ years,Female,649.8067937657067
5267,Texas,2014,9.5347827816006,0.33078678234854153,0.025285962602842185,0.17875492183994016,70+ years,Male,759.6468772311437
5268,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,0 to 14,Both,1.7560298318861274
5269,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,0 to 14,Female,1.466925992213202
5270,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,0 to 14,Male,2.0330018509371017
5271,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,15-49 years,Both,3.9632104995129516
5272,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,15-49 years,Female,3.7764143969934985
5273,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,15-49 years,Male,4.1475447360529625
5274,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,50-69 years,Both,72.25434208470287
5275,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,50-69 years,Female,66.44562488970091
5276,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,50-69 years,Male,78.39710860954321
5277,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,70+ years,Both,687.765873327416
5278,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,70+ years,Female,643.686533029197
5279,Texas,2015,9.243657782657657,0.26140421340090086,0.024866375,0.2073957438063063,70+ years,Male,745.7320301704569
5280,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,0 to 14,Both,1.7535559619591614
5281,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,0 to 14,Female,1.4722476511480795
5282,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,0 to 14,Male,2.023072292562068
5283,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,15-49 years,Both,3.8983442332970433
5284,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,15-49 years,Female,3.7076084814601833
5285,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,15-49 years,Male,4.086810492907849
5286,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,50-69 years,Both,71.91116523618795
5287,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,50-69 years,Female,66.05269434003294
5288,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,50-69 years,Male,78.1077507447181
5289,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,70+ years,Both,668.1018173532682
5290,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,70+ years,Female,620.0420216839312
5291,Texas,2016,10.357078990476191,0.33129319428571424,0.026514834285714283,0.22686622285714284,70+ years,Male,730.8941941870168
5292,Utah,2011,18.201917795013852,0.9853244681440443,0.027011418282548477,0.3471615734072022,0 to 14,Both,1.634142099311918
5293,Utah,2011,18.201917795013852,0.9853244681440443,0.027011418282548477,0.3471615734072022,0 to 14,Female,1.397483567643162
5294,Utah,2011,18.201917795013852,0.9853244681440443,0.027011418282548477,0.3471615734072022,0 to 14,Male,1.858763305290895
5295,Utah,2011,18.201917795013852,0.9853244681440443,0.027011418282548477,0.3471615734072022,15-49 years,Both,3.6899663678620884
5296,Utah,2011,18.201917795013852,0.9853244681440443,0.027011418282548477,0.3471615734072022,15-49 years,Female,3.642647029466829
5297,Utah,2011,18.201917795013852,0.9853244681440443,0.027011418282548477,0.3471615734072022,15-49 years,Male,3.735726578687575
